Time (seconds),Relative Humidity %,Celsius,Fahrenheit
1522779585,52.33,25.5,77.91
1522779586,52.33,25.5,77.91
1522779587,52.33,25.5,77.91
1522779588,52.33,25.5,77.91
1522779589,52.33,25.5,77.91
1522779590,52.33,25.5,77.91
1522779591,52.33,25.5,77.91
1522779592,52.33,25.5,77.91
1522779593,52.33,25.5,77.91
1522779594,52.33,25.5,77.91
1522779595,52.33,25.5,77.91
1522779596,52.33,25.5,77.91
1522779597,52.33,25.5,77.91
1522779598,52.33,25.5,77.91
1522779599,52.33,25.5,77.91
1522779600,52.33,25.5,77.91
1522779601,52.33,25.5,77.91
1522779602,52.33,25.5,77.91
1522779603,52.33,25.5,77.91
1522779604,52.33,25.5,77.91
1522779605,52.33,25.5,77.91
1522779606,52.33,25.5,77.91
1522779607,52.33,25.5,77.91
1522779608,52.33,25.5,77.91
1522779609,52.33,25.5,77.91
1522779610,52.33,25.5,77.91
1522779611,52.33,25.5,77.91
1522779612,52.33,25.5,77.91
1522779613,52.33,25.5,77.91
1522779614,52.33,25.5,77.91
1522779615,52.33,25.5,77.91
1522779616,52.33,25.5,77.91
1522779617,52.33,25.5,77.91
1522779618,52.33,25.5,77.91
1522779619,52.33,25.5,77.91
1522779620,52.33,25.5,77.91
1522779621,52.33,25.5,77.91
1522779622,52.33,25.5,77.91
1522779623,52.33,25.5,77.91
1522779624,52.33,25.5,77.91
1522779625,52.33,25.5,77.91
1522779626,52.33,25.5,77.91
1522779627,52.33,25.5,77.91
1522779628,52.33,25.5,77.91
1522779629,52.33,25.5,77.91
1522779630,52.33,25.5,77.91
1522779631,52.33,25.5,77.91
1522779632,52.33,25.5,77.91
1522779633,52.33,25.5,77.91
1522779634,52.33,25.5,77.91
1522779635,52.33,25.5,77.91
1522779636,52.33,25.5,77.91
1522779637,52.33,25.5,77.91
1522779638,52.33,25.5,77.91
1522779639,52.33,25.5,77.91
1522779640,52.33,25.5,77.91
1522779641,52.33,25.5,77.91
1522779642,52.33,25.5,77.91
1522779643,52.33,25.5,77.91
1522779644,52.33,25.5,77.91
1522779645,52.33,25.5,77.91
1522779646,52.33,25.5,77.91
1522779647,52.33,25.5,77.91
1522779648,52.33,25.5,77.91
1522779649,52.33,25.5,77.91
1522779650,52.33,25.5,77.91
1522779651,52.33,25.5,77.91
1522779652,52.33,25.5,77.91
1522779653,52.33,25.5,77.91
1522779654,52.33,25.5,77.91
1522779655,52.33,25.5,77.91
1522779656,52.33,25.5,77.91
1522779657,52.33,25.5,77.91
1522779658,52.33,25.5,77.91
1522779659,52.33,25.5,77.91
1522779660,52.33,25.5,77.91
1522779661,52.33,25.5,77.91
1522779662,52.33,25.5,77.91
1522779663,52.33,25.5,77.91
1522779664,52.33,25.5,77.91
1522779665,52.33,25.5,77.91
1522779666,52.33,25.5,77.91
1522779667,52.33,25.5,77.91
1522779668,52.33,25.5,77.91
1522779669,52.33,25.5,77.91
1522779670,52.33,25.5,77.91
1522779671,52.33,25.5,77.91
1522779672,52.33,25.5,77.91
1522779673,52.33,25.5,77.91
1522779674,52.33,25.5,77.91
1522779675,52.33,25.5,77.91
1522779676,52.33,25.5,77.91
1522779677,52.33,25.5,77.91
1522779678,52.33,25.5,77.91
1522779679,52.33,25.5,77.91
1522779680,52.33,25.5,77.91
1522779681,52.33,25.5,77.91
1522779682,52.33,25.5,77.91
1522779683,52.33,25.5,77.91
1522779684,52.33,25.5,77.91
1522779685,52.33,25.5,77.91
1522779686,52.33,25.5,77.91
1522779687,52.33,25.5,77.91
1522779688,52.33,25.5,77.91
1522779689,52.33,25.5,77.91
1522779690,52.33,25.5,77.91
1522779691,52.33,25.5,77.91
1522779692,52.33,25.5,77.91
1522779693,52.33,25.5,77.91
1522779694,52.33,25.5,77.91
1522779695,52.33,25.5,77.91
1522779696,52.33,25.5,77.91
1522779697,52.33,25.5,77.91
1522779698,52.33,25.5,77.91
1522779699,52.33,25.5,77.91
1522779700,52.33,25.5,77.91
1522779701,52.33,25.5,77.91
1522779702,52.33,25.5,77.91
1522779703,52.33,25.5,77.91
1522779704,52.33,25.5,77.91
1522779705,52.33,25.5,77.91
1522779706,52.33,25.5,77.91
1522779707,52.33,25.5,77.91
1522779708,52.33,25.5,77.91
1522779709,52.33,25.5,77.91
1522779710,52.33,25.5,77.91
1522779711,52.33,25.5,77.91
1522779712,52.33,25.5,77.91
1522779713,52.33,25.5,77.91
1522779714,52.33,25.5,77.91
1522779715,52.33,25.5,77.91
1522779716,52.33,25.5,77.91
1522779717,52.33,25.5,77.91
1522779718,52.33,25.5,77.91
1522779719,52.33,25.5,77.91
1522779720,52.33,25.5,77.91
1522779721,52.33,25.5,77.91
1522779722,52.33,25.5,77.91
1522779723,52.33,25.5,77.91
1522779724,52.33,25.5,77.91
1522779725,52.33,25.5,77.91
1522779726,52.33,25.5,77.91
1522779727,52.33,25.5,77.91
1522779728,52.33,25.5,77.91
1522779729,52.33,25.5,77.91
1522779730,52.33,25.5,77.91
1522779731,52.33,25.5,77.91
1522779732,52.33,25.5,77.91
1522779733,52.33,25.5,77.91
1522779734,52.33,25.5,77.91
1522779735,52.33,25.5,77.91
1522779736,52.33,25.5,77.91
1522779737,52.33,25.5,77.91
1522779738,52.33,25.5,77.91
1522779739,52.33,25.5,77.91
1522779740,52.33,25.5,77.91
1522779741,52.33,25.5,77.91
1522779742,52.33,25.5,77.91
1522779743,52.33,25.5,77.91
1522779744,52.33,25.5,77.91
1522779745,52.33,25.5,77.91
1522779746,52.33,25.5,77.91
1522779747,52.33,25.5,77.91
1522779748,52.33,25.5,77.91
1522779749,52.33,25.5,77.91
1522779750,52.33,25.5,77.91
1522779751,52.33,25.5,77.91
1522779752,52.33,25.5,77.91
1522779753,52.33,25.5,77.91
1522779754,52.33,25.5,77.91
1522779755,52.33,25.5,77.91
1522779756,52.33,25.5,77.91
1522779757,52.33,25.5,77.91
1522779758,52.33,25.5,77.91
1522779759,52.33,25.5,77.91
1522779760,52.33,25.5,77.91
1522779761,52.33,25.5,77.91
1522779762,52.33,25.5,77.91
1522779763,52.33,25.5,77.91
1522779764,52.33,25.5,77.91
1522779765,52.33,25.5,77.91
1522779766,52.33,25.5,77.91
1522779767,52.33,25.5,77.91
1522779768,52.33,25.5,77.91
1522779769,52.33,25.5,77.91
1522779770,52.33,25.5,77.91
1522779771,52.33,25.5,77.91
1522779772,52.33,25.5,77.91
1522779773,52.33,25.5,77.91
1522779774,52.33,25.5,77.91
1522779775,52.33,25.5,77.91
1522779776,52.33,25.5,77.91
1522779777,52.33,25.5,77.91
1522779778,52.33,25.5,77.91
1522779779,52.33,25.5,77.91
1522779780,52.33,25.5,77.91
1522779781,52.33,25.5,77.91
1522779782,52.33,25.5,77.91
1522779783,52.33,25.5,77.91
1522779784,52.33,25.5,77.91
1522779785,52.33,25.5,77.91
1522779786,52.33,25.5,77.91
1522779787,52.33,25.5,77.91
1522779788,52.33,25.5,77.91
1522779789,52.33,25.5,77.91
1522779790,52.33,25.5,77.91
1522779791,52.33,25.5,77.91
1522779792,52.33,25.5,77.91
1522779793,52.33,25.5,77.91
1522779794,52.33,25.5,77.91
1522779795,52.33,25.5,77.91
1522779796,52.33,25.5,77.91
1522779797,52.33,25.5,77.91
1522779798,52.33,25.5,77.91
1522779799,52.33,25.5,77.91
1522779800,52.33,25.5,77.91
1522779801,52.33,25.5,77.91
1522779802,52.33,25.5,77.91
1522779803,52.33,25.5,77.91
1522779804,52.33,25.5,77.91
1522779805,52.33,25.5,77.91
1522779806,52.33,25.5,77.91
1522779807,52.33,25.5,77.91
1522779808,52.33,25.5,77.91
1522779809,52.33,25.5,77.91
1522779810,52.33,25.5,77.91
1522779811,52.33,25.5,77.91
1522779812,52.33,25.5,77.91
1522779813,52.33,25.5,77.91
1522779814,52.33,25.5,77.91
1522779815,52.33,25.5,77.91
1522779816,52.33,25.5,77.91
1522779817,52.33,25.5,77.91
1522779818,52.33,25.5,77.91
1522779819,52.33,25.5,77.91
1522779820,52.33,25.5,77.91
1522779821,52.33,25.5,77.91
1522779822,52.33,25.5,77.91
1522779823,52.33,25.5,77.91
1522779824,52.33,25.5,77.91
1522779825,52.33,25.5,77.91
1522779826,52.33,25.5,77.91
1522779827,52.33,25.5,77.91
1522779828,52.33,25.5,77.91
1522779829,52.33,25.5,77.91
1522779830,52.33,25.5,77.91
1522779831,52.33,25.5,77.91
1522779832,52.33,25.5,77.91
1522779833,52.33,25.5,77.91
1522779834,52.33,25.5,77.91
1522779835,52.33,25.5,77.91
1522779836,52.33,25.5,77.91
1522779837,52.33,25.5,77.91
1522779838,52.33,25.5,77.91
1522779839,52.33,25.5,77.91
1522779840,52.33,25.5,77.91
1522779841,52.33,25.5,77.91
1522779842,52.33,25.5,77.91
1522779843,52.33,25.5,77.91
1522779844,52.33,25.5,77.91
1522779845,52.33,25.5,77.91
1522779846,52.33,25.5,77.91
1522779847,52.33,25.5,77.91
1522779848,52.33,25.5,77.91
1522779849,52.33,25.5,77.91
1522779850,52.33,25.5,77.91
1522779851,52.33,25.5,77.91
1522779852,52.33,25.5,77.91
1522779853,52.33,25.5,77.91
1522779854,52.33,25.5,77.91
1522779855,52.33,25.5,77.91
1522779856,52.33,25.5,77.91
1522779857,52.33,25.5,77.91
1522779858,52.33,25.5,77.91
1522779859,52.33,25.5,77.91
1522779860,52.33,25.5,77.91
1522779861,52.33,25.5,77.91
1522779862,52.33,25.5,77.91
1522779863,52.33,25.5,77.91
1522779864,52.33,25.5,77.91
1522779865,52.33,25.5,77.91
1522779866,52.33,25.5,77.91
1522779867,52.33,25.5,77.91
1522779868,52.33,25.5,77.91
1522779869,52.33,25.5,77.91
1522779870,52.33,25.5,77.91
1522779871,52.33,25.5,77.91
1522779872,52.33,25.5,77.91
1522779873,52.33,25.5,77.91
1522779874,52.33,25.5,77.91
1522779875,52.33,25.5,77.91
1522779876,52.33,25.5,77.91
1522779877,52.33,25.5,77.91
1522779878,52.33,25.5,77.91
1522779879,52.33,25.5,77.91
1522779880,52.33,25.5,77.91
1522779881,52.33,25.5,77.91
1522779882,52.33,25.5,77.91
1522779883,52.33,25.5,77.91
1522779884,52.33,25.5,77.91
1522779885,52.33,25.5,77.91
1522779886,52.33,25.5,77.91
1522779887,52.33,25.5,77.91
1522779888,52.33,25.5,77.91
1522779889,52.33,25.5,77.91
1522779890,52.33,25.5,77.91
1522779891,52.33,25.5,77.91
1522779892,52.33,25.5,77.91
1522779893,52.33,25.5,77.91
1522779894,52.33,25.5,77.91
1522779895,52.33,25.5,77.91
1522779896,52.33,25.5,77.91
1522779897,52.33,25.5,77.91
1522779899,52.33,25.5,77.91
1522779900,52.33,25.5,77.91
1522779901,52.33,25.5,77.91
1522779902,52.33,25.5,77.91
1522779903,52.33,25.5,77.91
1522779904,52.33,25.5,77.91
1522779905,52.33,25.5,77.91
1522779906,52.33,25.5,77.91
1522779907,52.33,25.5,77.91
1522779908,52.33,25.5,77.91
1522779909,52.33,25.5,77.91
1522779910,52.33,25.5,77.91
1522779911,52.33,25.5,77.91
1522779912,52.33,25.5,77.91
1522779913,52.33,25.5,77.91
1522779914,52.33,25.5,77.91
1522779915,52.33,25.5,77.91
1522779916,52.33,25.5,77.91
1522779917,52.33,25.5,77.91
1522779918,52.33,25.5,77.91
1522779919,52.33,25.5,77.91
1522779920,52.33,25.5,77.91
1522779921,52.33,25.5,77.91
1522779922,52.33,25.5,77.91
1522779923,52.33,25.5,77.91
1522779924,52.33,25.5,77.91
1522779925,52.33,25.5,77.91
1522779926,52.33,25.5,77.91
1522779927,52.33,25.5,77.91
1522779928,52.33,25.5,77.91
1522779929,52.33,25.5,77.91
1522779930,52.33,25.5,77.91
1522779931,52.33,25.5,77.91
1522779932,52.33,25.5,77.91
1522779933,52.33,25.5,77.91
1522779934,52.33,25.5,77.91
1522779935,52.33,25.5,77.91
1522779936,52.33,25.5,77.91
1522779937,52.33,25.5,77.91
1522779938,52.33,25.5,77.91
1522779939,52.33,25.5,77.91
1522779940,52.33,25.5,77.91
1522779941,52.33,25.5,77.91
1522779942,52.33,25.5,77.91
1522779943,52.33,25.5,77.91
1522779944,52.33,25.5,77.91
1522779945,52.33,25.5,77.91
1522779946,52.33,25.5,77.91
1522779947,52.33,25.5,77.91
1522779948,52.33,25.5,77.91
1522779949,52.33,25.5,77.91
1522779950,52.33,25.5,77.91
1522779951,52.33,25.5,77.91
1522779952,52.33,25.5,77.91
1522779953,52.33,25.5,77.91
1522779954,52.33,25.5,77.91
1522779955,52.33,25.5,77.91
1522779956,52.33,25.5,77.91
1522779957,52.33,25.5,77.91
1522779958,52.33,25.5,77.91
1522779959,52.33,25.5,77.91
1522779960,52.33,25.5,77.91
1522779961,52.33,25.5,77.91
1522779962,52.33,25.5,77.91
1522779963,52.33,25.5,77.91
1522779964,52.33,25.5,77.91
1522779965,52.33,25.5,77.91
1522779966,52.33,25.5,77.91
1522779967,52.33,25.5,77.91
1522779968,52.33,25.5,77.91
1522779969,52.33,25.5,77.91
1522779970,52.33,25.5,77.91
1522779971,52.33,25.5,77.91
1522779972,52.33,25.5,77.91
1522779973,52.33,25.5,77.91
1522779974,52.33,25.5,77.91
1522779975,52.33,25.5,77.91
1522779976,52.33,25.5,77.91
1522779977,52.33,25.5,77.91
1522779978,52.33,25.5,77.91
1522779979,52.33,25.5,77.91
1522779980,52.33,25.5,77.91
1522779981,52.33,25.5,77.91
1522779982,52.33,25.5,77.91
1522779983,52.33,25.5,77.91
1522779984,52.33,25.5,77.91
1522779985,52.33,25.5,77.91
1522779986,52.33,25.5,77.91
1522779987,52.33,25.5,77.91
1522779988,52.33,25.5,77.91
1522779989,52.33,25.5,77.91
1522779990,52.33,25.5,77.91
1522779991,52.33,25.5,77.91
1522779992,52.33,25.5,77.91
1522779993,52.33,25.5,77.91
1522779994,52.33,25.5,77.91
1522779995,52.33,25.5,77.91
1522779996,52.33,25.5,77.91
1522779997,52.33,25.5,77.91
1522779998,52.33,25.5,77.91
1522779999,52.33,25.5,77.91
1522780000,52.33,25.5,77.91
1522780001,52.33,25.5,77.91
1522780002,52.33,25.5,77.91
1522780003,52.33,25.5,77.91
1522780004,52.33,25.5,77.91
1522780005,52.33,25.5,77.91
1522780006,52.33,25.5,77.91
1522780007,52.33,25.5,77.91
1522780008,52.33,25.5,77.91
1522780009,52.33,25.5,77.91
1522780010,52.33,25.5,77.91
1522780011,52.33,25.5,77.91
1522780012,52.33,25.5,77.91
1522780013,52.33,25.5,77.91
1522780014,52.33,25.5,77.91
1522780015,52.33,25.5,77.91
1522780016,52.33,25.5,77.91
1522780017,52.33,25.5,77.91
1522780018,52.33,25.5,77.91
1522780019,52.33,25.5,77.91
1522780020,51.84,25.5,77.91
1522780021,52.33,25.5,77.91
1522780022,52.33,25.5,77.91
1522780023,52.33,25.5,77.91
1522780024,52.33,25.5,77.91
1522780025,52.33,25.5,77.91
1522780026,52.33,25.5,77.91
1522780027,52.33,25.5,77.91
1522780028,52.33,25.5,77.91
1522780029,52.33,25.5,77.91
1522780030,52.33,25.5,77.91
1522780031,52.33,25.5,77.91
1522780032,52.33,25.5,77.91
1522780033,52.33,25.5,77.91
1522780034,52.33,25.5,77.91
1522780035,52.33,25.5,77.91
1522780036,52.33,25.5,77.91
1522780037,52.33,25.5,77.91
1522780038,52.33,25.5,77.91
1522780039,52.33,25.5,77.91
1522780040,52.33,25.5,77.91
1522780041,52.33,25.5,77.91
1522780042,52.33,25.5,77.91
1522780043,52.33,25.5,77.91
1522780044,52.33,25.5,77.91
1522780045,52.33,25.5,77.91
1522780046,52.33,25.5,77.91
1522780047,51.84,25.5,77.91
1522780048,52.33,25.5,77.91
1522780049,52.33,25.5,77.91
1522780050,52.33,25.5,77.91
1522780051,52.33,25.5,77.91
1522780052,52.33,25.5,77.91
1522780053,52.33,25.5,77.91
1522780054,52.33,25.5,77.91
1522780055,52.33,25.5,77.91
1522780056,52.33,25.5,77.91
1522780057,52.33,25.5,77.91
1522780058,52.33,25.5,77.91
1522780059,52.33,25.5,77.91
1522780060,52.33,25.5,77.91
1522780061,52.33,25.5,77.91
1522780062,52.33,25.5,77.91
1522780063,52.33,25.5,77.91
1522780064,52.33,25.5,77.91
1522780065,52.33,25.5,77.91
1522780066,52.33,25.5,77.91
1522780067,52.33,25.5,77.91
1522780068,52.33,25.5,77.91
1522780069,52.33,25.5,77.91
1522780070,52.33,25.5,77.91
1522780071,52.33,25.5,77.91
1522780072,52.33,25.5,77.91
1522780073,52.33,25.5,77.91
1522780074,52.33,25.5,77.91
1522780075,52.33,25.5,77.91
1522780076,52.33,25.5,77.91
1522780077,52.33,25.5,77.91
1522780078,52.33,25.5,77.91
1522780079,52.33,25.5,77.91
1522780080,52.33,25.5,77.91
1522780081,52.33,25.5,77.91
1522780082,52.33,25.5,77.91
1522780083,52.33,25.5,77.91
1522780084,52.33,25.5,77.91
1522780085,52.33,25.5,77.91
1522780086,52.33,25.5,77.91
1522780087,52.33,25.5,77.91
1522780088,52.33,25.5,77.91
1522780089,52.33,25.5,77.91
1522780090,52.33,25.5,77.91
1522780091,52.33,25.5,77.91
1522780092,51.84,25.5,77.91
1522780093,52.33,25.5,77.91
1522780094,52.33,25.5,77.91
1522780095,52.33,25.5,77.91
1522780096,52.33,25.5,77.91
1522780097,51.84,25.5,77.91
1522780098,51.84,25.5,77.91
1522780099,52.33,25.5,77.91
1522780100,52.33,25.5,77.91
1522780101,52.33,25.5,77.91
1522780102,52.33,25.5,77.91
1522780103,52.33,25.5,77.91
1522780104,52.33,25.5,77.91
1522780105,52.33,25.5,77.91
1522780106,52.33,25.5,77.91
1522780107,51.84,25.5,77.91
1522780108,52.33,25.5,77.91
1522780109,51.84,25.5,77.91
1522780110,51.84,25.5,77.91
1522780111,51.84,25.5,77.91
1522780112,52.33,25.5,77.91
1522780113,51.84,25.5,77.91
1522780114,51.84,25.5,77.91
1522780115,51.84,25.5,77.91
1522780116,52.33,25.5,77.91
1522780117,52.33,25.5,77.91
1522780118,51.84,25.5,77.91
1522780119,51.84,25.5,77.91
1522780120,52.33,25.5,77.91
1522780121,51.84,25.5,77.91
1522780122,51.84,25.5,77.91
1522780123,51.84,25.5,77.91
1522780124,51.84,25.5,77.91
1522780125,51.84,25.5,77.91
1522780126,52.33,25.5,77.91
1522780127,51.84,25.5,77.91
1522780128,51.84,25.5,77.91
1522780129,51.84,25.5,77.91
1522780130,51.84,25.5,77.91
1522780131,51.84,25.5,77.91
1522780132,51.84,25.5,77.91
1522780133,51.84,25.5,77.91
1522780134,51.84,25.5,77.91
1522780135,51.84,25.5,77.91
1522780136,51.84,25.5,77.91
1522780137,51.84,25.5,77.91
1522780138,51.84,25.5,77.91
1522780139,51.84,25.5,77.91
1522780140,51.84,25.5,77.91
1522780141,51.84,25.5,77.91
1522780142,51.84,25.5,77.91
1522780143,51.84,25.5,77.91
1522780144,51.84,25.5,77.91
1522780145,51.84,25.5,77.91
1522780146,51.84,25.5,77.91
1522780147,51.84,25.5,77.91
1522780148,51.84,25.5,77.91
1522780149,51.84,25.5,77.91
1522780150,51.84,25.5,77.91
1522780151,51.84,25.5,77.91
1522780152,51.84,25.5,77.91
1522780153,51.84,25.5,77.91
1522780154,51.84,25.5,77.91
1522780155,51.84,25.5,77.91
1522780156,51.84,25.5,77.91
1522780157,51.84,25.5,77.91
1522780158,51.84,25.5,77.91
1522780159,51.84,25.5,77.91
1522780160,51.84,25.5,77.91
1522780161,51.84,25.5,77.91
1522780162,51.84,25.5,77.91
1522780163,51.84,25.5,77.91
1522780164,51.84,25.5,77.91
1522780165,51.84,25.5,77.91
1522780166,51.84,25.5,77.91
1522780167,51.84,25.5,77.91
1522780168,51.84,25.5,77.91
1522780169,51.84,25.5,77.91
1522780170,51.84,25.5,77.91
1522780171,51.84,25.5,77.91
1522780172,51.84,25.5,77.91
1522780173,51.84,25.5,77.91
1522780174,51.84,25.5,77.91
1522780175,51.84,25.5,77.91
1522780176,51.84,25.5,77.91
1522780177,51.84,25.5,77.91
1522780178,51.84,25.5,77.91
1522780179,51.84,25.5,77.91
1522780180,51.84,25.5,77.91
1522780181,51.84,25.5,77.91
1522780182,51.84,25.5,77.91
1522780183,51.84,25.5,77.91
1522780184,51.84,25.5,77.91
1522780185,51.84,25.5,77.91
1522780186,51.84,25.5,77.91
1522780187,51.84,25.5,77.91
1522780188,51.84,25.5,77.91
1522780189,51.84,25.5,77.91
1522780190,51.84,25.5,77.91
1522780191,51.84,25.5,77.91
1522780192,51.84,25.5,77.91
1522780193,51.84,25.5,77.91
1522780194,51.84,25.5,77.91
1522780195,51.84,25.5,77.91
1522780196,51.84,25.5,77.91
1522780197,51.84,25.5,77.91
1522780198,51.84,25.5,77.91
1522780199,51.84,25.5,77.91
1522780200,51.84,25.5,77.91
1522780201,51.84,25.5,77.91
1522780202,51.84,25.5,77.91
1522780203,51.84,25.5,77.91
1522780204,51.84,25.5,77.91
1522780205,51.84,25.5,77.91
1522780206,51.84,25.5,77.91
1522780207,51.84,25.5,77.91
1522780208,51.84,25.5,77.91
1522780209,51.84,25.5,77.91
1522780210,51.84,25.5,77.91
1522780211,51.84,25.5,77.91
1522780212,51.84,25.5,77.91
1522780213,51.84,25.5,77.91
1522780214,51.84,25.5,77.91
1522780215,51.84,25.5,77.91
1522780216,51.84,25.5,77.91
1522780217,51.84,25.5,77.91
1522780218,51.84,25.5,77.91
1522780219,51.84,25.5,77.91
1522780220,51.84,25.5,77.91
1522780221,51.84,25.5,77.91
1522780222,51.84,25.5,77.91
1522780223,51.84,25.5,77.91
1522780224,51.84,25.5,77.91
1522780225,51.84,25.5,77.91
1522780226,51.84,25.5,77.91
1522780227,51.84,25.5,77.91
1522780228,51.84,25.5,77.91
1522780229,51.84,25.5,77.91
1522780230,51.84,25.5,77.91
1522780232,51.84,25.5,77.91
1522780233,51.84,25.5,77.91
1522780234,51.84,25.5,77.91
1522780235,51.84,25.5,77.91
1522780236,51.84,25.5,77.91
1522780237,51.84,25.5,77.91
1522780238,51.84,25.5,77.91
1522780239,51.84,25.5,77.91
1522780240,51.84,25.5,77.91
1522780241,51.84,25.5,77.91
1522780242,51.84,25.5,77.91
1522780243,51.84,25.5,77.91
1522780244,51.84,25.5,77.91
1522780245,51.84,25.5,77.91
1522780246,51.84,25.5,77.91
1522780247,51.84,25.5,77.91
1522780248,51.84,25.5,77.91
1522780249,51.84,25.5,77.91
1522780250,51.84,25.5,77.91
1522780251,51.84,25.5,77.91
1522780252,51.84,25.5,77.91
1522780253,51.84,25.5,77.91
1522780254,51.84,25.5,77.91
1522780255,51.84,25.5,77.91
1522780256,51.84,25.5,77.91
1522780257,51.84,25.5,77.91
1522780258,51.84,25.5,77.91
1522780259,51.84,25.5,77.91
1522780260,51.84,25.5,77.91
1522780261,51.84,25.5,77.91
1522780262,51.84,25.5,77.91
1522780263,51.84,25.5,77.91
1522780264,51.84,25.5,77.91
1522780265,51.84,25.5,77.91
1522780266,51.84,25.5,77.91
1522780267,51.84,25.5,77.91
1522780268,51.84,25.5,77.91
1522780269,51.84,25.5,77.91
1522780270,51.84,25.5,77.91
1522780271,51.84,25.5,77.91
1522780272,51.84,25.5,77.91
1522780273,51.84,25.5,77.91
1522780274,51.84,25.5,77.91
1522780275,51.84,25.5,77.91
1522780276,51.84,25.5,77.91
1522780277,51.84,25.5,77.91
1522780278,51.84,25.5,77.91
1522780279,51.84,25.5,77.91
1522780280,51.84,25.5,77.91
1522780281,51.84,25.5,77.91
1522780282,51.84,25.5,77.91
1522780283,51.84,25.5,77.91
1522780284,51.84,25.5,77.91
1522780285,51.84,25.5,77.91
1522780286,51.84,25.5,77.91
1522780287,51.84,25.5,77.91
1522780288,51.84,25.5,77.91
1522780289,51.84,25.5,77.91
1522780290,51.84,25.5,77.91
1522780291,51.84,25.5,77.91
1522780292,51.84,25.5,77.91
1522780293,51.84,25.5,77.91
1522780294,51.84,25.5,77.91
1522780295,51.84,25.5,77.91
1522780296,51.84,25.5,77.91
1522780297,51.84,25.5,77.91
1522780298,51.84,25.5,77.91
1522780299,51.84,25.5,77.91
1522780300,51.84,25.5,77.91
1522780301,51.84,25.5,77.91
1522780302,51.84,25.5,77.91
1522780303,51.84,25.5,77.91
1522780304,51.84,25.5,77.91
1522780305,51.84,25.5,77.91
1522780306,51.84,25.5,77.91
1522780307,51.84,25.5,77.91
1522780308,51.84,25.5,77.91
1522780309,51.84,25.5,77.91
1522780310,51.84,25.5,77.91
1522780311,51.84,25.5,77.91
1522780312,51.84,25.5,77.91
1522780313,51.84,25.5,77.91
1522780314,51.84,25.5,77.91
1522780315,51.84,25.5,77.91
1522780316,51.84,25.5,77.91
1522780317,51.84,25.5,77.91
1522780318,51.84,25.5,77.91
1522780319,51.84,25.5,77.91
1522780320,51.84,25.5,77.91
1522780321,51.84,25.5,77.91
1522780322,51.84,25.5,77.91
1522780323,51.84,25.5,77.91
1522780324,51.84,25.5,77.91
1522780325,51.84,25.5,77.91
1522780326,51.84,25.5,77.91
1522780327,51.84,25.5,77.91
1522780328,51.84,25.5,77.91
1522780329,51.84,25.5,77.91
1522780330,51.84,25.5,77.91
1522780331,51.84,25.5,77.91
1522780332,51.84,25.5,77.91
1522780333,51.84,25.5,77.91
1522780334,51.84,25.5,77.91
1522780335,51.84,25.5,77.91
1522780336,51.84,25.5,77.91
1522780337,51.84,25.5,77.91
1522780338,51.84,25.5,77.91
1522780339,51.84,25.5,77.91
1522780340,51.84,25.5,77.91
1522780341,51.84,25.5,77.91
1522780342,51.84,25.5,77.91
1522780343,51.84,25.5,77.91
1522780344,51.84,25.5,77.91
1522780345,51.84,25.5,77.91
1522780346,51.84,25.5,77.91
1522780347,51.84,25.5,77.91
1522780348,51.84,25.5,77.91
1522780349,51.84,25.5,77.91
1522780350,51.84,25.5,77.91
1522780351,51.84,25.5,77.91
1522780352,51.84,25.5,77.91
1522780353,51.84,25.5,77.91
1522780354,51.84,25.5,77.91
1522780355,51.84,25.5,77.91
1522780356,51.84,25.5,77.91
1522780357,51.84,25.5,77.91
1522780358,51.84,25.5,77.91
1522780359,51.84,25.5,77.91
1522780360,51.84,25.5,77.91
1522780361,51.84,25.5,77.91
1522780362,51.84,25.5,77.91
1522780363,51.84,25.5,77.91
1522780364,51.84,25.5,77.91
1522780365,51.84,25.5,77.91
1522780366,51.84,25.5,77.91
1522780367,51.84,25.5,77.91
1522780368,51.84,25.5,77.91
1522780369,51.84,25.5,77.91
1522780370,51.84,25.5,77.91
1522780371,51.84,25.5,77.91
1522780372,51.84,25.5,77.91
1522780373,51.84,25.5,77.91
1522780374,51.84,25.5,77.91
1522780375,51.84,25.5,77.91
1522780376,51.84,25.5,77.91
1522780377,51.84,25.5,77.91
1522780378,51.84,25.5,77.91
1522780379,51.84,25.5,77.91
1522780380,51.84,25.5,77.91
1522780381,51.84,25.5,77.91
1522780382,51.84,25.5,77.91
1522780383,51.84,25.5,77.91
1522780384,51.84,25.5,77.91
1522780385,51.84,25.5,77.91
1522780386,51.84,25.5,77.91
1522780387,51.84,25.5,77.91
1522780388,51.84,25.5,77.91
1522780389,51.84,25.5,77.91
1522780390,51.84,25.5,77.91
1522780391,51.84,25.5,77.91
1522780392,51.84,25.5,77.91
1522780393,51.84,25.5,77.91
1522780394,51.84,25.5,77.91
1522780395,51.84,25.5,77.91
1522780396,51.84,25.5,77.91
1522780397,51.84,25.5,77.91
1522780398,51.84,25.5,77.91
1522780399,51.84,25.5,77.91
1522780400,51.84,25.5,77.91
1522780401,51.84,25.5,77.91
1522780402,51.84,25.5,77.91
1522780403,51.84,25.5,77.91
1522780404,51.84,25.5,77.91
1522780405,51.84,25.5,77.91
1522780406,51.84,25.5,77.91
1522780407,51.84,25.5,77.91
